id	em[keV]	xm[cm]	ym[cm]	zm[cm]	xdm[cm]	ydm[cm]	zdm[cm]
6115	8.805090000e+02	-3.361100000e-01	-1.991100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6116	8.692693000e+03	1.768600000e-01	-1.945000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6117	3.216132000e+03	-2.960500000e-01	7.217100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6118	1.091523000e+03	-1.356400000e-01	5.974000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6119	1.291118000e+03	3.089300000e-01	-7.068300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6120	9.366610000e+03	-8.407100000e-01	-4.799100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6122	3.132587000e+03	-2.851400000e-01	-8.783300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6123	5.417879000e+03	3.052700000e-01	3.306800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6124	5.834086000e+03	-1.011000000e-01	-4.258000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6125	3.152821000e+03	-4.008200000e-01	-7.156000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6126	6.841016000e+03	-5.950100000e-01	5.710400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6127	3.277398000e+03	-1.698000000e-01	-7.590400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6130	1.328037000e+03	1.032100000e-01	8.380000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6131	5.552637000e+03	3.958500000e-01	-4.228200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6132	6.192907000e+03	-5.422000000e-02	3.602800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6133	7.680014000e+03	1.120000000e-01	-7.375700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6134	1.505029000e+03	5.674700000e-01	5.195800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6135	4.027301000e+03	2.356200000e-01	4.394300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6136	8.015411000e+03	5.913400000e-01	6.607000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6137	2.175174000e+03	-7.710900000e-01	6.058800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6139	6.131118000e+03	-8.683700000e-01	-3.274200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6140	8.854080000e+03	8.002000000e-01	1.032800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6142	2.361291000e+03	-4.265800000e-01	5.998200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6143	1.709439000e+03	1.381490326e+05	-5.775761173e+05	3.310000000e+06	7.289000000e-02	-3.047500000e-01	-9.496400000e-01
6144	9.630029000e+03	-9.265700000e-01	3.116000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6145	4.567084000e+03	4.132500000e-01	-5.597900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6146	5.957484000e+03	4.934000000e-01	4.088000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6147	1.838724000e+03	-8.871000000e-01	-3.683100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6148	6.825691000e+03	2.919700000e-01	6.426800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6149	2.780120000e+02	1.861952817e+06	-5.909556612e+05	3.310000000e+06	9.031100000e-01	-3.563100000e-01	-2.396400000e-01
6150	9.825749000e+03	4.023200000e-01	-5.872700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6151	9.311650000e+02	7.622400000e-01	-5.055700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6152	6.246379000e+03	-7.253900000e-01	-4.168300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6153	6.313040000e+03	2.390600000e-01	8.585200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6156	8.619802000e+03	3.658000000e-01	-8.550500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6157	2.609574000e+03	1.589100000e-01	-2.822800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6158	9.624600000e+02	5.746798570e+03	-7.132033300e+03	3.310000000e+06	-2.220200000e-01	6.493000000e-01	-7.274000000e-01
6159	8.768316000e+03	-5.237800000e-01	6.461000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6160	8.404960000e+02	7.689200000e-01	5.391500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6161	8.680473000e+03	-8.611600000e-01	2.468200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6162	9.525982000e+03	-6.553000000e-02	8.816600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6163	8.083078000e+03	6.469900000e-01	3.035000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6164	8.150452000e+03	-4.346200000e-01	4.528200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6165	1.467699000e+03	2.354500000e-01	9.471400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6166	2.637522000e+03	4.738400000e-01	-4.738500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6167	1.270911000e+03	1.733000000e-01	8.198400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6169	1.226589000e+03	-8.138000000e-02	5.936800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6170	9.825949000e+03	9.645000000e-02	-9.561300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6171	3.420451000e+03	5.622000000e-02	3.229000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6172	6.201323000e+03	-3.208700000e-01	-8.294300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6173	5.485147000e+03	-5.050800000e-01	2.315400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6174	2.306714000e+03	-8.614600000e-01	2.353200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6175	1.169545000e+03	-3.917277061e+05	-1.350088076e+05	3.310000000e+06	-7.219200000e-01	-2.488100000e-01	-6.457000000e-01
6176	9.512043000e+03	-6.782000000e-01	-6.150000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6177	1.918757000e+03	9.262600000e-01	-2.372000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6179	1.048417000e+03	5.009800000e-01	7.765900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6180	9.360352000e+03	1.063700000e-01	8.948300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6181	1.559760000e+02	9.946435909e+04	-3.250416403e+06	3.310000000e+06	-5.843100000e-01	-1.547000000e-02	-8.113900000e-01
6182	2.404153000e+03	-1.937865342e+05	2.591592370e+04	3.310000000e+06	-3.444000000e-01	4.606000000e-02	-9.376900000e-01
6183	6.495485000e+03	-4.349700000e-01	-5.722500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6184	7.428517000e+03	-1.710800000e-01	-3.386000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6185	5.219910000e+03	-9.449800000e-01	-9.957000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6186	2.712384000e+03	-3.441000000e-01	-6.655400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6187	1.516427000e+03	-9.314166480e+05	1.168425082e+06	3.310000000e+06	-3.750800000e-01	2.988900000e-01	-8.774800000e-01
6188	3.501310000e+03	-8.699500000e-01	-2.902700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6189	3.906674000e+03	4.165900000e-01	3.026900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6190	2.872216000e+03	4.795200000e-01	-7.101600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6191	5.180148000e+03	1.702400000e-01	-6.065900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6192	8.016903000e+03	2.356200000e-01	1.607900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6193	2.261017000e+03	4.075000000e-01	2.054000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6194	1.276178000e+03	8.865000000e-02	-1.734000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6195	3.999189000e+03	-1.155000000e-01	-6.589600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6196	7.044628000e+03	9.394050858e+04	2.148950181e+05	3.310000000e+06	6.359000000e-02	1.454600000e-01	-9.873200000e-01
6197	8.422185000e+03	-3.367700000e-01	-1.563400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6198	5.949700000e+02	7.917900000e-01	-1.101600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6199	2.761332000e+03	-4.659788487e+05	-1.190254224e+06	3.310000000e+06	-1.441200000e-01	-3.681200000e-01	-9.185400000e-01
6200	8.130610000e+02	4.754000000e-01	-3.384000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6201	3.732724000e+03	-5.459200000e-01	-7.950000000e-03	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6202	7.850517000e+03	8.140000000e-02	-4.863900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6204	9.991431000e+03	4.733600000e-01	8.744900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6205	7.930576000e+03	4.599700000e-01	-8.682200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6206	3.934147000e+03	-5.787700000e-01	-1.976300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6207	1.874280000e+02	-2.022348181e+06	-2.610091621e+05	3.310000000e+06	8.639500000e-01	2.681000000e-02	-5.028700000e-01
6208	6.539872000e+03	-4.152100000e-01	-4.665000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6209	6.098164000e+03	6.419500000e-01	2.962700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6210	7.387462000e+03	-1.386727936e+05	9.034943710e+03	3.310000000e+06	-1.437000000e-01	9.360000000e-03	-9.895800000e-01
6211	8.311285000e+03	6.205100000e-01	-2.899000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6212	7.200751000e+03	5.970000000e-01	-6.720000000e-03	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6213	6.580211000e+03	4.186000000e-01	9.347000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6214	4.313571000e+03	8.662100000e-01	-2.864800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6215	2.361625000e+03	7.864000000e-02	-7.089500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6216	8.002703000e+03	5.470000000e-02	-4.187000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6217	3.613790000e+02	8.986004518e+05	7.328996953e+05	3.310000000e+06	3.039300000e-01	1.149100000e-01	-9.457400000e-01
6218	2.699613000e+03	3.836083069e+04	-1.754256066e+05	3.310000000e+06	2.243300000e-01	-3.184900000e-01	-9.210000000e-01
6219	7.688522000e+03	-2.193000000e-01	4.172000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6220	4.248487000e+03	1.279600000e-01	-8.751000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6221	6.273948000e+03	8.521300000e-01	-2.214000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6222	2.229617000e+03	3.275619623e+04	-2.726119196e+05	3.310000000e+06	4.977000000e-02	-4.141800000e-01	-9.088300000e-01
6223	5.024221000e+03	-9.292700000e-01	-3.191500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6224	5.808141000e+03	7.723800000e-01	3.810700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6225	6.426723000e+03	-3.096000000e-01	4.996100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6226	5.006998000e+03	6.074000000e-01	-1.086000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6227	9.174602000e+03	8.506000000e-02	-7.260600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6228	5.852680000e+02	-1.262939153e+05	8.199671927e+05	3.310000000e+06	-6.816000000e-02	4.425100000e-01	-8.941700000e-01
6229	9.814501000e+03	-3.464500000e-01	-7.165600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6230	4.756555000e+03	1.019400000e-01	-3.157600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6231	1.268164000e+03	-6.129600000e-01	-3.840900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6232	3.206709000e+03	6.279400000e-01	-6.492000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6233	6.895863000e+03	-4.092200000e-01	-8.180300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6234	6.556864000e+03	4.414900000e-01	2.961200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6235	9.306260000e+03	2.235200000e-01	6.128400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6236	9.708236000e+03	7.015000000e-02	2.238900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6237	1.501581000e+03	-2.449000000e-02	2.820700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6238	2.640110000e+02	-5.244875719e+05	6.288241442e+05	3.310000000e+06	-9.904000000e-01	4.315000000e-02	-1.312900000e-01
6239	6.304345000e+03	-8.598100000e-01	3.396100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6240	6.171343000e+03	1.653600000e-01	3.900000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6242	6.914905000e+03	-4.673800000e-01	8.647700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6243	8.482092000e+03	8.137000000e-02	6.251400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6244	7.735906000e+03	-2.092300000e-01	-4.432200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6245	6.417005000e+03	-8.472000000e-02	-5.498400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6246	3.583381000e+03	5.491000000e-02	7.528600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6247	8.856348000e+03	3.924000000e-01	-6.361900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6248	5.382183000e+03	5.290900000e-01	-9.370000000e-03	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6249	5.308570000e+03	-8.271000000e-01	-3.739100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6250	9.849850000e+02	-2.950866367e+05	-8.816319449e+04	3.310000000e+06	-6.436700000e-01	-1.923100000e-01	-7.407400000e-01
6251	8.711663000e+03	-2.331300000e-01	-9.687500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6252	1.574254000e+03	-1.499700000e-01	-7.611200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6253	8.514260000e+03	1.984400000e-01	8.960300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6254	1.057858000e+03	-1.232382290e+03	-4.702482000e+01	3.310000000e+06	-4.264200000e-01	-1.631000000e-02	-9.043800000e-01
6255	8.851776000e+03	-1.658957452e+04	-1.244474200e+04	3.310000000e+06	-4.028000000e-02	-3.021000000e-02	-9.987300000e-01
6256	7.941232000e+03	6.061000000e-02	8.001600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6257	8.102528000e+03	3.010300000e-01	-5.917000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6258	3.751769000e+03	-3.295200000e-01	-2.306700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6259	9.172440000e+03	-2.595100000e-01	9.322300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6260	1.496591000e+03	-5.576900000e-01	-1.206700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6261	9.730971000e+03	4.370000000e-01	-6.266200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6262	8.928026000e+03	4.219000000e-02	-8.905700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6264	2.700615000e+03	-6.921343067e+04	1.852884560e+05	3.310000000e+06	-1.254800000e-01	3.359200000e-01	-9.334900000e-01
6265	2.619055000e+03	4.243400000e-01	-9.192000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6266	1.924790000e+02	1.946705541e+06	-1.113826899e+05	3.310000000e+06	7.922200000e-01	-5.910900000e-01	-1.516400000e-01
6267	2.930407000e+03	2.665662002e+04	-1.343677329e+05	3.310000000e+06	7.358000000e-02	-3.708900000e-01	-9.257600000e-01
6268	5.406234000e+03	4.487700000e-01	5.118100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6269	1.618210000e+02	-2.523216348e+06	1.350643585e+06	3.310000000e+06	-7.093600000e-01	5.779700000e-01	-4.034400000e-01
6270	4.038992000e+03	2.303600000e-01	-1.269000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6271	2.447479000e+03	-2.899300000e-01	2.087400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6272	4.569905000e+03	3.422700000e-01	7.987400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6273	4.835997000e+03	2.107200000e-01	-2.320800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6274	4.888321000e+03	7.156800000e-01	2.513000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6275	5.250567000e+03	-1.625200000e-01	1.624700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6276	8.388147000e+03	-5.502400000e-01	-7.576300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6277	2.986593000e+03	7.476100000e-01	5.097700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6278	9.099045000e+03	-1.787800000e-01	-9.700400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6279	3.651132000e+03	-5.576400000e-01	1.836600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6280	3.022700000e+03	8.232200000e-01	1.604100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6281	7.463073000e+03	-1.884900000e-01	-2.517800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6282	6.185616000e+03	-8.480800000e-01	5.173600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6283	2.641349000e+03	-1.064400000e-01	7.237900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6284	5.797691000e+03	-2.096100000e-01	9.475000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6285	8.783927000e+03	1.170000000e-02	-3.098700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6286	9.609593000e+03	-9.426000000e-01	6.534000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6287	8.273760000e+02	-2.910500000e-01	-7.145000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6288	3.139177000e+03	-2.041567884e+05	2.107181032e+05	3.310000000e+06	-2.732500000e-01	2.820400000e-01	-9.196700000e-01
6290	8.614584000e+03	-8.471600000e-01	4.817000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6291	1.898379000e+03	-2.546387319e+05	5.875786286e+05	3.310000000e+06	-2.179000000e-01	5.028100000e-01	-8.364800000e-01
6292	5.456028000e+03	4.345400000e-01	4.133400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6293	1.327567000e+03	8.660600000e-01	3.511600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6294	1.926777000e+03	-1.769400000e-01	-5.820000000e-03	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6295	2.552158000e+03	-4.090400000e-01	-6.965500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6296	8.028217000e+03	5.584600000e-01	-5.974400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6297	7.222122000e+03	7.448400000e-01	-4.319600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6298	8.132970000e+03	-5.155000000e-02	-6.400500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6299	2.168146000e+03	-9.310100000e-01	1.801400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6300	7.045180000e+03	4.887900000e-01	-1.025800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6301	8.078950000e+03	-9.929000000e-02	-3.991100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6302	6.501964000e+03	5.562600000e-01	-2.065800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6303	1.757811000e+03	3.359100000e-01	3.443200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6305	3.389478000e+03	2.846000000e-01	4.506800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6306	7.682981000e+03	-6.528100000e-01	-6.940800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6308	9.906390000e+03	-6.023000000e-01	1.888100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6309	5.357557000e+03	4.830200000e-01	-5.590000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6310	9.207348000e+03	4.146900000e-01	5.928400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6311	5.987130000e+02	1.234600000e-01	4.602700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6312	8.313515000e+03	-3.818100000e-01	-2.500000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6313	7.733200000e+02	2.362065543e+05	3.655183418e+05	3.310000000e+06	5.066500000e-01	7.840100000e-01	-3.586500000e-01
6314	1.437330000e+02	1.438253163e+06	-4.008040392e+05	3.310000000e+06	-7.969600000e-01	1.874800000e-01	-5.742000000e-01
6315	8.166201000e+03	-8.856300000e-01	2.985000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6316	6.840870000e+02	4.852000000e-02	-3.925200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6317	1.475523000e+03	-4.271600000e-01	-2.408500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6318	1.924066000e+03	2.958000000e-02	8.663000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6319	4.220363000e+03	-2.169701760e+03	-1.448318363e+05	3.310000000e+06	-4.050000000e-03	-2.700400000e-01	-9.628400000e-01
6320	5.573480000e+02	2.723800000e-01	7.141100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6321	3.053700000e+02	-8.308800000e-01	-3.062400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6322	1.416857000e+03	4.020300000e-01	8.103300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6323	6.362950000e+02	4.877131114e+05	-1.229849994e+05	3.310000000e+06	7.928700000e-01	-1.999400000e-01	-5.756500000e-01
6324	4.382930000e+02	2.506200000e-01	-2.775200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6325	8.682150000e+03	1.819700000e-01	-6.705600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6326	8.394510000e+02	1.308296972e+05	-1.274068999e+05	3.310000000e+06	5.059700000e-01	-4.927400000e-01	-7.079600000e-01
6327	5.509581000e+03	-7.873100000e-01	-2.430200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6328	5.369940000e+02	1.176300000e-01	-7.413800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6329	1.699882000e+03	3.346600000e-01	-4.942600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6330	2.560864000e+03	9.868000000e-02	-2.597000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6331	2.693700000e+03	-1.665900000e-01	-7.793800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6332	3.181564000e+03	2.853100000e-01	-1.098800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
6333	2.495429000e+03	-1.387638182e+05	-1.133096356e+05	3.310000000e+06	-2.733900000e-01	-2.232400000e-01	-9.356400000e-01
